BLOCK_NUMBER,BLOCK_TIMESTAMP,TX_HASH,EVENT_TYPE,PLATFORM_ADDRESS,PLATFORM_NAME,PLATFORM_EXCHANGE_VERSION,SELLER_ADDRESS,BUYER_ADDRESS,NFT_ADDRESS,PROJECT_NAME,ERC1155_VALUE,TOKENID,TOKEN_METADATA,CURRENCY_SYMBOL,CURRENCY_ADDRESS,PRICE,PRICE_USD,TOTAL_FEES,PLATFORM_FEE,CREATOR_FEE,TOTAL_FEES_USD,PLATFORM_FEE_USD,CREATOR_FEE_USD,TX_FEE,TX_FEE_USD,ORIGIN_FROM_ADDRESS,ORIGIN_TO_ADDRESS,ORIGIN_FUNCTION_SIGNATURE
15402821,2022-08-24 12:05:29.000,0x528679d7330183d263cb4ce40e87c9e1df69a81182d318661383986e51319b04,sale,0x2b2e8cda09bba9660dca5cb6233787738ad68329,sudoswap,pair router,0x82c84d9c3d125c6e3448e21b1e838c0448f04c2f,0xe48a1a831e2634bddd53550b711613b64ac1a4b3,0xf10a71e53398bf4e3cf5e2a0cad3c529ad19b834,null,null,107,null,ETH,ETH,0.01065038344,null,0.0003011623341,0.0003011623341,0,null,null,0,0.001272257325,null,0xe48a1a831e2634bddd53550b711613b64ac1a4b3,0x2b2e8cda09bba9660dca5cb6233787738ad68329,0x11132000
15400680,2022-08-24 03:55:22.000,0xfbb2519a03f6ea8ba78e229125b6e14d756db5edeaae763a17f58d9a987ad723,sale,0x2b2e8cda09bba9660dca5cb6233787738ad68329,sudoswap,pair router,0x8bd0e7af95e2fd79528bc51c7805b87e0c2e18b3,0x79858c885dee5e9681092e4f6b7301053651295a,0x31385d3520bced94f77aae104b406994d8f2168c,bastard gan punks v2,null,8975,{"background":"solid af","bad habit(s)":"edibles???","bastardness":"waifu bastard","ear":"nuttin'","eyes":"heart glasses","face":"nuttin'","facing direction":"left","head":"cowboy hat","hype type":"calm af (still)","mouth":"medical mask","neck":"gold chain","nose":"nuttin'","song word count":"26","type":"large"},ETH,ETH,0.1672558127,270.44,0.01178772426,0.01178772426,0,19.059858542,19.059858542,0,0.003357560288,5.43,0x8bd0e7af95e2fd79528bc51c7805b87e0c2e18b3,0x2b2e8cda09bba9660dca5cb6233787738ad68329,0x2b997f8e
15359704,2022-08-17 16:11:15.000,0x4b97ae97cbdc282f99fff14eb2dcd2e6d8059432fbe9d31a4d677a11f896018a,sale,0x2b2e8cda09bba9660dca5cb6233787738ad68329,sudoswap,pair router,0x28dd3023935e5997bd467444ffb08fd9b73b59ba,0x0c1e9b7f915558474507261494cf4ea335f98225,0x60e4d786628fea6478f785a6d7e704777c86a7c6,mutantapeyachtclub,null,14380,{"Background":"M1 Aquamarine","Clothes":"M1 Prison Jumpsuit","Earring":"M1 Silver Stud","Eyes":"M1 Cyborg","Fur":"M1 Black","Hat":"M1 Beanie","Mouth":"M1 Discomfort"},ETH,ETH,14,25694.01,0.5696517413,0.5696517413,0,1045.474245439,1045.474245439,0,0.002865777266,5.26,0x0c1e9b7f915558474507261494cf4ea335f98225,0x2b2e8cda09bba9660dca5cb6233787738ad68329,0x11132000
